time,timeframe,symbol,open,high,low,close,tick_volume,spread
2018-04-13 22:00:00,H1,XAGUSD,16.631,16.651,16.623,16.632,385,
2018-04-13 23:00:00,H1,XAGUSD,16.632,16.645,16.626,16.63,88,
2018-04-16 01:00:00,H1,XAGUSD,16.606,16.65,16.55,16.592,761,
2018-04-16 02:00:00,H1,XAGUSD,16.592,16.64,16.588,16.63,298,
2018-04-16 03:00:00,H1,XAGUSD,16.63,16.64,16.61,16.62,170,
2018-04-16 04:00:00,H1,XAGUSD,16.625,16.684,16.623,16.664,512,
2018-04-16 05:00:00,H1,XAGUSD,16.662,16.674,16.644,16.669,333,
2018-04-16 06:00:00,H1,XAGUSD,16.67,16.67,16.647,16.657,85,
2018-04-16 07:00:00,H1,XAGUSD,16.66,16.662,16.629,16.631,76,
2018-04-16 08:00:00,H1,XAGUSD,16.636,16.637,16.601,16.611,163,
2018-04-16 09:00:00,H1,XAGUSD,16.61,16.617,16.57,16.572,411,
2018-04-16 10:00:00,H1,XAGUSD,16.572,16.605,16.545,16.602,569,
2018-04-16 11:00:00,H1,XAGUSD,16.602,16.616,16.593,16.604,469,
2018-04-16 12:00:00,H1,XAGUSD,16.604,16.625,16.594,16.615,219,
2018-04-16 13:00:00,H1,XAGUSD,16.616,16.62,16.586,16.595,164,
2018-04-16 14:00:00,H1,XAGUSD,16.591,16.608,16.581,16.598,220,
2018-04-16 15:00:00,H1,XAGUSD,16.596,16.694,16.593,16.674,798,
2018-04-16 16:00:00,H1,XAGUSD,16.669,16.738,16.663,16.721,851,
2018-04-16 17:00:00,H1,XAGUSD,16.726,16.762,16.72,16.737,753,
2018-04-16 18:00:00,H1,XAGUSD,16.74,16.742,16.67,16.702,402,
2018-04-16 19:00:00,H1,XAGUSD,16.7,16.714,16.68,16.684,425,
2018-04-16 20:00:00,H1,XAGUSD,16.683,16.684,16.653,16.676,245,
2018-04-16 21:00:00,H1,XAGUSD,16.676,16.681,16.664,16.675,116,
2018-04-16 22:00:00,H1,XAGUSD,16.674,16.674,16.647,16.666,322,
2018-04-16 23:00:00,H1,XAGUSD,16.665,16.665,16.635,16.64,45,
2018-04-17 01:00:00,H1,XAGUSD,16.643,16.688,16.64,16.673,104,
2018-04-17 02:00:00,H1,XAGUSD,16.673,16.693,16.666,16.686,121,
2018-04-17 03:00:00,H1,XAGUSD,16.685,16.709,16.681,16.702,219,
2018-04-17 04:00:00,H1,XAGUSD,16.702,16.717,16.664,16.674,462,
2018-04-17 05:00:00,H1,XAGUSD,16.671,16.681,16.665,16.671,146,
2018-04-17 06:00:00,H1,XAGUSD,16.672,16.681,16.653,16.668,348,
2018-04-17 07:00:00,H1,XAGUSD,16.667,16.674,16.657,16.664,101,
2018-04-17 08:00:00,H1,XAGUSD,16.665,16.689,16.655,16.687,157,
2018-04-17 09:00:00,H1,XAGUSD,16.685,16.731,16.674,16.725,408,
2018-04-17 10:00:00,H1,XAGUSD,16.724,16.729,16.602,16.623,880,
2018-04-17 11:00:00,H1,XAGUSD,16.623,16.625,16.581,16.61,494,
2018-04-17 12:00:00,H1,XAGUSD,16.608,16.628,16.577,16.582,449,
2018-04-17 13:00:00,H1,XAGUSD,16.582,16.633,16.582,16.619,195,
2018-04-17 14:00:00,H1,XAGUSD,16.617,16.636,16.592,16.626,294,
2018-04-17 15:00:00,H1,XAGUSD,16.627,16.65,16.59,16.626,573,
2018-04-17 16:00:00,H1,XAGUSD,16.621,16.746,16.611,16.716,1414,
2018-04-17 17:00:00,H1,XAGUSD,16.716,16.754,16.642,16.731,1031,
2018-04-17 18:00:00,H1,XAGUSD,16.726,16.763,16.723,16.741,652,
2018-04-17 19:00:00,H1,XAGUSD,16.741,16.775,16.735,16.775,425,
2018-04-17 20:00:00,H1,XAGUSD,16.775,16.78,16.744,16.76,544,
2018-04-17 21:00:00,H1,XAGUSD,16.76,16.78,16.754,16.759,367,
2018-04-17 22:00:00,H1,XAGUSD,16.758,16.793,16.754,16.76,300,
2018-04-17 23:00:00,H1,XAGUSD,16.76,16.766,16.755,16.764,96,
2018-04-18 01:00:00,H1,XAGUSD,16.751,16.77,16.692,16.762,165,
2018-04-18 02:00:00,H1,XAGUSD,16.762,16.767,16.743,16.751,147,
2018-04-18 03:00:00,H1,XAGUSD,16.751,16.764,16.742,16.745,225,
