time,timeframe,symbol,open,high,low,close,tick_volume,spread
2021-09-10 23:00:00+00:00,H1,XAUUSD,1787.81,1788.7,1787.48,1787.59,1255,11
2021-09-13 01:00:00+00:00,H1,XAUUSD,1789.34,1789.34,1786.97,1788.39,2016,11
2021-09-13 02:00:00+00:00,H1,XAUUSD,1788.36,1788.56,1786.89,1787.29,1541,11
2021-09-13 03:00:00+00:00,H1,XAUUSD,1787.25,1787.56,1785.92,1787.05,3442,13
2021-09-13 04:00:00+00:00,H1,XAUUSD,1787.01,1789.94,1783.6,1788.34,8854,11
2021-09-13 05:00:00+00:00,H1,XAUUSD,1788.32,1790.29,1787.97,1789.95,7391,11
2021-09-13 06:00:00+00:00,H1,XAUUSD,1789.97,1792.55,1789.86,1792.29,4101,13
2021-09-13 07:00:00+00:00,H1,XAUUSD,1792.26,1792.34,1790.74,1790.94,2395,11
2021-09-13 08:00:00+00:00,H1,XAUUSD,1790.95,1793.28,1790.13,1792.96,4651,11
2021-09-13 09:00:00+00:00,H1,XAUUSD,1792.99,1793.6,1788.09,1788.55,7038,11
2021-09-13 10:00:00+00:00,H1,XAUUSD,1788.56,1790.46,1786.89,1789.9,6862,11
2021-09-13 11:00:00+00:00,H1,XAUUSD,1789.9,1791.22,1788.93,1790.77,4758,11
2021-09-13 12:00:00+00:00,H1,XAUUSD,1790.79,1791.32,1787.78,1790.04,3265,11
2021-09-13 13:00:00+00:00,H1,XAUUSD,1790.03,1790.27,1787.63,1787.98,2635,11
2021-09-13 14:00:00+00:00,H1,XAUUSD,1787.99,1790.37,1787.89,1789.85,4614,11
2021-09-13 15:00:00+00:00,H1,XAUUSD,1789.86,1791.67,1785.63,1785.85,9017,11
2021-09-13 16:00:00+00:00,H1,XAUUSD,1785.83,1794.31,1785.15,1793.85,13777,11
2021-09-13 17:00:00+00:00,H1,XAUUSD,1793.86,1798.33,1793.0,1796.04,12265,11
2021-09-13 18:00:00+00:00,H1,XAUUSD,1796.04,1796.2,1793.92,1795.22,6354,11
2021-09-13 19:00:00+00:00,H1,XAUUSD,1795.21,1795.54,1792.88,1793.75,3958,12
2021-09-13 20:00:00+00:00,H1,XAUUSD,1793.66,1793.96,1790.98,1791.98,3415,11
2021-09-13 21:00:00+00:00,H1,XAUUSD,1792.01,1793.18,1791.63,1792.44,8165,11
2021-09-13 22:00:00+00:00,H1,XAUUSD,1792.45,1793.62,1792.3,1793.18,4693,11
2021-09-13 23:00:00+00:00,H1,XAUUSD,1793.12,1793.53,1792.93,1793.43,956,15
2021-09-14 01:00:00+00:00,H1,XAUUSD,1793.36,1793.59,1792.7,1792.81,744,11
2021-09-14 02:00:00+00:00,H1,XAUUSD,1792.82,1793.11,1792.52,1792.99,735,15
2021-09-14 03:00:00+00:00,H1,XAUUSD,1792.99,1793.19,1790.85,1791.18,1215,14
2021-09-14 04:00:00+00:00,H1,XAUUSD,1791.18,1791.88,1789.64,1790.77,5664,11
2021-09-14 05:00:00+00:00,H1,XAUUSD,1790.77,1792.87,1790.01,1791.38,6063,11
2021-09-14 06:00:00+00:00,H1,XAUUSD,1791.36,1791.58,1790.0,1790.96,3243,11
2021-09-14 07:00:00+00:00,H1,XAUUSD,1790.94,1792.0,1790.59,1790.81,1823,11
2021-09-14 08:00:00+00:00,H1,XAUUSD,1790.82,1793.35,1790.42,1792.93,4081,11
2021-09-14 09:00:00+00:00,H1,XAUUSD,1792.93,1793.27,1791.61,1792.44,6422,12
2021-09-14 10:00:00+00:00,H1,XAUUSD,1792.48,1794.85,1790.12,1790.52,6426,11
2021-09-14 11:00:00+00:00,H1,XAUUSD,1790.52,1790.68,1788.04,1788.86,6189,11
2021-09-14 12:00:00+00:00,H1,XAUUSD,1788.83,1789.04,1787.32,1787.84,2759,11
2021-09-14 13:00:00+00:00,H1,XAUUSD,1787.77,1787.77,1785.35,1786.69,3935,11
2021-09-14 14:00:00+00:00,H1,XAUUSD,1786.7,1788.15,1782.16,1784.31,7082,11
2021-09-14 15:00:00+00:00,H1,XAUUSD,1784.33,1799.02,1780.78,1797.12,15143,11
2021-09-14 16:00:00+00:00,H1,XAUUSD,1797.14,1800.5,1790.7,1794.1,16545,11
2021-09-14 17:00:00+00:00,H1,XAUUSD,1794.1,1807.9,1792.02,1804.27,16839,11
2021-09-14 18:00:00+00:00,H1,XAUUSD,1804.29,1808.58,1804.13,1805.65,7314,11
2021-09-14 19:00:00+00:00,H1,XAUUSD,1805.65,1806.31,1803.2,1803.62,3835,11
2021-09-14 20:00:00+00:00,H1,XAUUSD,1803.58,1806.1,1803.15,1805.68,2917,11
2021-09-14 21:00:00+00:00,H1,XAUUSD,1805.68,1806.62,1802.92,1803.02,4185,11
2021-09-14 22:00:00+00:00,H1,XAUUSD,1803.08,1805.37,1802.85,1805.17,3010,11
2021-09-14 23:00:00+00:00,H1,XAUUSD,1805.12,1805.37,1804.34,1804.45,914,11
2021-09-15 01:00:00+00:00,H1,XAUUSD,1804.08,1804.44,1803.46,1803.96,1434,11
2021-09-15 02:00:00+00:00,H1,XAUUSD,1803.96,1804.65,1803.61,1803.7,872,11
2021-09-15 03:00:00+00:00,H1,XAUUSD,1803.7,1804.2,1802.53,1802.82,2301,11
2021-09-15 04:00:00+00:00,H1,XAUUSD,1802.81,1804.09,1801.34,1803.73,5545,11
2021-09-15 05:00:00+00:00,H1,XAUUSD,1803.73,1804.63,1802.0,1802.76,3733,11
2021-09-15 06:00:00+00:00,H1,XAUUSD,1802.76,1803.79,1802.36,1803.43,2291,11
2021-09-15 07:00:00+00:00,H1,XAUUSD,1803.41,1803.83,1802.47,1803.32,1867,11
2021-09-15 08:00:00+00:00,H1,XAUUSD,1803.31,1803.96,1801.7,1802.71,3424,11
2021-09-15 09:00:00+00:00,H1,XAUUSD,1802.72,1804.27,1799.56,1800.42,6721,11
2021-09-15 10:00:00+00:00,H1,XAUUSD,1800.42,1802.19,1799.55,1801.82,5885,11
2021-09-15 11:00:00+00:00,H1,XAUUSD,1801.83,1802.63,1798.89,1800.43,6374,11
2021-09-15 12:00:00+00:00,H1,XAUUSD,1800.43,1802.56,1799.71,1801.8,5943,11
2021-09-15 13:00:00+00:00,H1,XAUUSD,1801.8,1802.46,1800.86,1802.41,3536,11
2021-09-15 14:00:00+00:00,H1,XAUUSD,1802.41,1803.44,1801.25,1802.05,4471,11
2021-09-15 15:00:00+00:00,H1,XAUUSD,1802.05,1806.88,1794.89,1796.59,12283,11
2021-09-15 16:00:00+00:00,H1,XAUUSD,1796.63,1800.02,1794.4,1796.85,16555,11
2021-09-15 17:00:00+00:00,H1,XAUUSD,1796.85,1798.17,1791.75,1793.93,14721,11
2021-09-15 18:00:00+00:00,H1,XAUUSD,1793.94,1795.05,1791.27,1793.92,9098,11
2021-09-15 19:00:00+00:00,H1,XAUUSD,1793.92,1793.92,1791.74,1793.13,4010,11
2021-09-15 20:00:00+00:00,H1,XAUUSD,1793.13,1794.05,1792.31,1792.31,2586,11
2021-09-15 21:00:00+00:00,H1,XAUUSD,1792.31,1793.38,1790.69,1793.08,3219,11
2021-09-15 22:00:00+00:00,H1,XAUUSD,1793.08,1794.27,1791.64,1794.19,2339,11
2021-09-15 23:00:00+00:00,H1,XAUUSD,1794.25,1794.32,1793.11,1793.63,985,13
2021-09-16 01:00:00+00:00,H1,XAUUSD,1794.17,1795.64,1793.65,1794.23,2618,11
